batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_score,R2_score,R3_score
333,2,2232,"I come wit the rocks on yu can get popped on, light yellow chevy same color as popcorn!",C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
333,2,2232,"I come wit the rocks on yu can get popped on, light yellow chevy same color as popcorn!",C.OL_conf,NO90,NO90,NO90,['NO'],['NO'],['NO'],['90'],['90'],['90']
233,6,2233,I need sleep but can't seem to get that place that let's you clam down and sleep :(,A_conf,"NO90, NH95","NO90, NH95","NO90, NH95","['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['90', '95']","['90', '95']","['90', '95']"
233,6,2233,I need sleep but can't seem to get that place that let's you clam down and sleep :(,B_conf,"NH95, NO90","NH95, NO100","NH95, NO90","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['95', '90']","['95', '100']","['95', '90']"
233,6,2233,I need sleep but can't seem to get that place that let's you clam down and sleep :(,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
233,6,2233,I need sleep but can't seem to get that place that let's you clam down and sleep :(,C.OL_conf,NO90,NO90,NO100,['NO'],['NO'],['NO'],['90'],['90'],['100']
177,4,2234,Alright Vacarro you bitch!!!,A_conf,"OL95, NH90","OL95, NH90","OL95, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['95', '90']","['95', '90']","['95', '90']"
177,4,2234,Alright Vacarro you bitch!!!,B_conf,"NH90, OL100","NH80, OL95","NH70, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['80', '95']","['70', '90']"
177,4,2234,Alright Vacarro you bitch!!!,C.HS_conf,NH90,NH85,NH70,['NH'],['NH'],['NH'],['90'],['85'],['70']
177,4,2234,Alright Vacarro you bitch!!!,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
373,1,2235,"Ayy yo @###### my nigga @###### be all up on da,pussy not lettin dat muafucka breathe.",A_conf,"OL95, NH90","OL95, NH70","OL95, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['95', '90']","['95', '70']","['95', '90']"
373,1,2235,"Ayy yo @###### my nigga @###### be all up on da,pussy not lettin dat muafucka breathe.",B_conf,"NH90, OL100","NH90, OL100","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['90', '100']","['90', '95']"
373,1,2235,"Ayy yo @###### my nigga @###### be all up on da,pussy not lettin dat muafucka breathe.",C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
373,1,2235,"Ayy yo @###### my nigga @###### be all up on da,pussy not lettin dat muafucka breathe.",C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
404,5,2236,""" @###### :hobbies include: fighting Mariam""
bitch",A_conf,"OL90, NH95","OL90, NH95","OL90, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '90']"
404,5,2236,""" @###### :hobbies include: fighting Mariam""
bitch",B_conf,"NH90, OL100","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['90', '95']","['90', '95']"
404,5,2236,""" @###### :hobbies include: fighting Mariam""
bitch",C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
404,5,2236,""" @###### :hobbies include: fighting Mariam""
bitch",C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
405,2,2237,"RT @###### You know how in superhero stories the best insult for superheroes dumb mooks can come up with is ""do-gooder?"" #whiteknight",A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
405,2,2237,"RT @###### You know how in superhero stories the best insult for superheroes dumb mooks can come up with is ""do-gooder?"" #whiteknight",B_conf,"NH90, OL95","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '95']"
405,2,2237,"RT @###### You know how in superhero stories the best insult for superheroes dumb mooks can come up with is ""do-gooder?"" #whiteknight",C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
405,2,2237,"RT @###### You know how in superhero stories the best insult for superheroes dumb mooks can come up with is ""do-gooder?"" #whiteknight",C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
372,2,2238,"@###### I LOVE RACISM! ""Blame whitey"" for EVERYTHING!Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch",A_conf,"OL100, HS100","OL100, HS100","OL100, HS100","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '100']","['100', '100']","['100', '100']"
372,2,2238,"@###### I LOVE RACISM! ""Blame whitey"" for EVERYTHING!Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch",B_conf,"HS100, OL100","HS100, OL100","HS90, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['100', '100']","['100', '100']","['90', '100']"
372,2,2238,"@###### I LOVE RACISM! ""Blame whitey"" for EVERYTHING!Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch",C.HS_conf,HS90,HS90,HS95,['HS'],['HS'],['HS'],['90'],['90'],['95']
372,2,2238,"@###### I LOVE RACISM! ""Blame whitey"" for EVERYTHING!Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch",C.OL_conf,OL95,OL95,OL95,['OL'],['OL'],['OL'],['95'],['95'],['95']
51,2,2239,#Dutch farmers are white trash.,A_conf,"OL100, HS90","OL95, HS90","OL95, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '90']","['95', '90']","['95', '90']"
51,2,2239,#Dutch farmers are white trash.,B_conf,"HS90, OL95","HS90, OL95","HS90, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['90', '95']","['90', '95']","['90', '100']"
51,2,2239,#Dutch farmers are white trash.,C.HS_conf,HS90,HS95,NH70,['HS'],['HS'],['NH'],['90'],['95'],['70']
51,2,2239,#Dutch farmers are white trash.,C.OL_conf,OL90,OL95,OL90,['OL'],['OL'],['OL'],['90'],['95'],['90']
293,1,2240,RT @###### im so fucking done with @###### i fucking hate you guys and your insurance policy is trash and omg square the fuck up,A_conf,"OL100, NH90","OL100, NH90","OL95, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['100', '90']","['100', '90']","['95', '90']"
293,1,2240,RT @###### im so fucking done with @###### i fucking hate you guys and your insurance policy is trash and omg square the fuck up,B_conf,"NH90, OL100","NH90, OL100","NH90, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['90', '100']","['90', '100']"
293,1,2240,RT @###### im so fucking done with @###### i fucking hate you guys and your insurance policy is trash and omg square the fuck up,C.HS_conf,NH70,NH70,NH90,['NH'],['NH'],['NH'],['70'],['70'],['90']
293,1,2240,RT @###### im so fucking done with @###### i fucking hate you guys and your insurance policy is trash and omg square the fuck up,C.OL_conf,OL100,OL95,OL100,['OL'],['OL'],['OL'],['100'],['95'],['100']
487,2,2241,Leave a nicca traumatized,A_conf,"OL95, HS85","OL100, HS90","OL100, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['95', '85']","['100', '90']","['100', '90']"
487,2,2241,Leave a nicca traumatized,B_conf,"NH90, OL100","NH90, OL100","NH90, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['90', '100']","['90', '100']"
487,2,2241,Leave a nicca traumatized,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
487,2,2241,Leave a nicca traumatized,C.OL_conf,OL95,OL95,OL95,['OL'],['OL'],['OL'],['95'],['95'],['95']
319,4,2242,RT @###### You other niggas a call up a bitch to fight a bitch naw not me I'm whomp that trick so she can feel where I'm coming from,A_conf,"OL100, HS90","OL100, HS90","OL100, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '90']","['100', '90']","['100', '90']"
319,4,2242,RT @###### You other niggas a call up a bitch to fight a bitch naw not me I'm whomp that trick so she can feel where I'm coming from,B_conf,"HS90, OL100","HS90, OL100","HS90, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['90', '100']","['90', '100']","['90', '100']"
319,4,2242,RT @###### You other niggas a call up a bitch to fight a bitch naw not me I'm whomp that trick so she can feel where I'm coming from,C.HS_conf,HS90,HS90,HS90,['HS'],['HS'],['HS'],['90'],['90'],['90']
319,4,2242,RT @###### You other niggas a call up a bitch to fight a bitch naw not me I'm whomp that trick so she can feel where I'm coming from,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
344,2,2243,@###### that would be a joint then retard,A_conf,"OL90, HS85","OL95, HS90","OL90, HS85","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['90', '85']","['95', '90']","['90', '85']"
344,2,2243,@###### that would be a joint then retard,B_conf,"NH90, OL95","NH90, OL100","NH70, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '100']","['70', '100']"
344,2,2243,@###### that would be a joint then retard,C.HS_conf,HS90,HS90,HS90,['HS'],['HS'],['HS'],['90'],['90'],['90']
344,2,2243,@###### that would be a joint then retard,C.OL_conf,OL90,OL95,OL95,['OL'],['OL'],['OL'],['90'],['95'],['95']
182,6,2244,RT @###### #Fellas: Would you shit on a bitch if she asked you like that Biggie skit? + I'll take my dick and go home.,A_conf,"OL95, NH70","OL95, NH90","OL100, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['95', '70']","['95', '90']","['100', '90']"
182,6,2244,RT @###### #Fellas: Would you shit on a bitch if she asked you like that Biggie skit? + I'll take my dick and go home.,B_conf,"NH90, OL100","NH90, OL100","NH90, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['90', '100']","['90', '100']"
182,6,2244,RT @###### #Fellas: Would you shit on a bitch if she asked you like that Biggie skit? + I'll take my dick and go home.,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
182,6,2244,RT @###### #Fellas: Would you shit on a bitch if she asked you like that Biggie skit? + I'll take my dick and go home.,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
52,3,2245,too many grown man out here worryin' about the friendzone....yall got priorities fucked my nig,A_conf,"OL100, HS30","OL100, HS70","OL95, HS70","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '30']","['100', '70']","['95', '70']"
52,3,2245,too many grown man out here worryin' about the friendzone....yall got priorities fucked my nig,B_conf,"NH80, OL95","NH90, OL100","NH70, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['80', '95']","['90', '100']","['70', '100']"
52,3,2245,too many grown man out here worryin' about the friendzone....yall got priorities fucked my nig,C.HS_conf,NH70,NH70,NH90,['NH'],['NH'],['NH'],['70'],['70'],['90']
52,3,2245,too many grown man out here worryin' about the friendzone....yall got priorities fucked my nig,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
267,1,2246,RT @###### You may be redneck if you put steak seasoning on popcorn @######,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
267,1,2246,RT @###### You may be redneck if you put steak seasoning on popcorn @######,B_conf,"NH90, OL70","NH90, OL80","NH90, OL70","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '70']","['90', '80']","['90', '70']"
267,1,2246,RT @###### You may be redneck if you put steak seasoning on popcorn @######,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
267,1,2246,RT @###### You may be redneck if you put steak seasoning on popcorn @######,C.OL_conf,OL70,NO90,NO90,['OL'],['NO'],['NO'],['70'],['90'],['90']
477,2,2247,@###### ironic that he's a trashcan because he holds trash everytime you two cuddle! Burn.,A_conf,"OL90, NH90","OL90, NH85","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '90']","['90', '85']","['90', '95']"
477,2,2247,@###### ironic that he's a trashcan because he holds trash everytime you two cuddle! Burn.,B_conf,"NH90, OL95","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '95']"
477,2,2247,@###### ironic that he's a trashcan because he holds trash everytime you two cuddle! Burn.,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
477,2,2247,@###### ironic that he's a trashcan because he holds trash everytime you two cuddle! Burn.,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
179,3,2248,"Did everyone else's parents use to refer to the Power Puff Girls as ""Powder Puff Girls"", or were mine just exceptionally retarded?",A_conf,"OL90, NH70","OL90, HS70","OL90, HS70","['OL', 'NH']","['OL', 'HS']","['OL', 'HS']","['90', '70']","['90', '70']","['90', '70']"
179,3,2248,"Did everyone else's parents use to refer to the Power Puff Girls as ""Powder Puff Girls"", or were mine just exceptionally retarded?",B_conf,"NH90, OL95","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '95']"
179,3,2248,"Did everyone else's parents use to refer to the Power Puff Girls as ""Powder Puff Girls"", or were mine just exceptionally retarded?",C.HS_conf,NH90,NH90,NH70,['NH'],['NH'],['NH'],['90'],['90'],['70']
179,3,2248,"Did everyone else's parents use to refer to the Power Puff Girls as ""Powder Puff Girls"", or were mine just exceptionally retarded?",C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
434,5,2249,"RT @###### Pigs drink up to 14 gallons of water every day, but they still aren't as thirsty as some of you hoes.",A_conf,"OL95, HS70","OL90, HS70","OL90, HS70","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['95', '70']","['90', '70']","['90', '70']"
434,5,2249,"RT @###### Pigs drink up to 14 gallons of water every day, but they still aren't as thirsty as some of you hoes.",B_conf,"NH90, OL80","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '80']","['90', '95']","['90', '95']"
434,5,2249,"RT @###### Pigs drink up to 14 gallons of water every day, but they still aren't as thirsty as some of you hoes.",C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
434,5,2249,"RT @###### Pigs drink up to 14 gallons of water every day, but they still aren't as thirsty as some of you hoes.",C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
233,4,2250,Love is a bird of flames. Thank you for that song @###### @######,A_conf,"NO90, NH95","NO90, NH95","NO90, NH100","['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['90', '95']","['90', '95']","['90', '100']"
233,4,2250,Love is a bird of flames. Thank you for that song @###### @######,B_conf,"NH100, NO100","NH100, NO100","NH100, NO100","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['100', '100']","['100', '100']","['100', '100']"
233,4,2250,Love is a bird of flames. Thank you for that song @###### @######,C.HS_conf,NH100,NH100,NH95,['NH'],['NH'],['NH'],['100'],['100'],['95']
233,4,2250,Love is a bird of flames. Thank you for that song @###### @######,C.OL_conf,NO100,NO100,NO100,['NO'],['NO'],['NO'],['100'],['100'],['100']
455,5,2251,RT @###### Lmfaooooo &gt;RT @###### Lmaoo Thats what u got from this? RT @###### Dougie be yamming the coon all that beat boxing &#128553;,A_conf,"OL100, HS90","OL100, HS90","OL100, HS100","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '90']","['100', '90']","['100', '100']"
455,5,2251,RT @###### Lmfaooooo &gt;RT @###### Lmaoo Thats what u got from this? RT @###### Dougie be yamming the coon all that beat boxing &#128553;,B_conf,"HS95, OL100","HS95, OL100","HS95, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['95', '100']","['95', '100']","['95', '100']"
455,5,2251,RT @###### Lmfaooooo &gt;RT @###### Lmaoo Thats what u got from this? RT @###### Dougie be yamming the coon all that beat boxing &#128553;,C.HS_conf,HS90,HS90,HS90,['HS'],['HS'],['HS'],['90'],['90'],['90']
455,5,2251,RT @###### Lmfaooooo &gt;RT @###### Lmaoo Thats what u got from this? RT @###### Dougie be yamming the coon all that beat boxing &#128553;,C.OL_conf,OL90,OL100,OL90,['OL'],['OL'],['OL'],['90'],['100'],['90']
469,5,2252,RT @###### I am a zebra amongst the sheep.,A_conf,"OL30, NH90","OL90, NH95","OL70, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['30', '90']","['90', '95']","['70', '90']"
469,5,2252,RT @###### I am a zebra amongst the sheep.,B_conf,"NH90, OL80","NH90, OL70","NH90, OL80","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '80']","['90', '70']","['90', '80']"
469,5,2252,RT @###### I am a zebra amongst the sheep.,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
469,5,2252,RT @###### I am a zebra amongst the sheep.,C.OL_conf,NO90,NO90,NO90,['NO'],['NO'],['NO'],['90'],['90'],['90']
249,1,2253,@###### @###### your tits may be better looking but her face makes you like a Asian or Latina tranny #facts,A_conf,"OL95, HS90","OL90, HS85","OL95, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['95', '90']","['90', '85']","['95', '90']"
249,1,2253,@###### @###### your tits may be better looking but her face makes you like a Asian or Latina tranny #facts,B_conf,"NH70, OL100","NH90, OL95","NH70, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['70', '100']","['90', '95']","['70', '90']"
249,1,2253,@###### @###### your tits may be better looking but her face makes you like a Asian or Latina tranny #facts,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
249,1,2253,@###### @###### your tits may be better looking but her face makes you like a Asian or Latina tranny #facts,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
47,4,2254,@###### imma shoot that bitch,A_conf,"OL95, HS85","OL95, HS80","OL95, HS80","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['95', '85']","['95', '80']","['95', '80']"
47,4,2254,@###### imma shoot that bitch,B_conf,"NH90, OL100","NH70, OL90","NH70, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['70', '90']","['70', '90']"
47,4,2254,@###### imma shoot that bitch,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
47,4,2254,@###### imma shoot that bitch,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
469,6,2255,#DegenerateArtist Isn't a bitch walks back his words&gt; Isn't a WITCH who questions a TURD&gt; I'm a GLITCH WHO EVOLVES YOUR ABSURD!!!!!!!!!!!,A_conf,"OL90, NH90","OL95, NH90","OL90, NH70","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '90']","['95', '90']","['90', '70']"
469,6,2255,#DegenerateArtist Isn't a bitch walks back his words&gt; Isn't a WITCH who questions a TURD&gt; I'm a GLITCH WHO EVOLVES YOUR ABSURD!!!!!!!!!!!,B_conf,"NH90, OL95","NH90, OL95","NH90, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '100']"
469,6,2255,#DegenerateArtist Isn't a bitch walks back his words&gt; Isn't a WITCH who questions a TURD&gt; I'm a GLITCH WHO EVOLVES YOUR ABSURD!!!!!!!!!!!,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
469,6,2255,#DegenerateArtist Isn't a bitch walks back his words&gt; Isn't a WITCH who questions a TURD&gt; I'm a GLITCH WHO EVOLVES YOUR ABSURD!!!!!!!!!!!,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
354,2,2256,@###### u can just ask him to suck his dick not that hard white trash,A_conf,"OL100, HS90","OL95, HS70","OL100, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '90']","['95', '70']","['100', '90']"
354,2,2256,@###### u can just ask him to suck his dick not that hard white trash,B_conf,"NH90, OL100","NH70, OL95","NH90, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['70', '95']","['90', '100']"
354,2,2256,@###### u can just ask him to suck his dick not that hard white trash,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
354,2,2256,@###### u can just ask him to suck his dick not that hard white trash,C.OL_conf,OL95,OL90,OL95,['OL'],['OL'],['OL'],['95'],['90'],['95']
480,3,2257,redneck in the White House // Moccasin Creek &#128077;&#128076;,A_conf,"OL90, HS70","OL90, HS70","OL95, HS80","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['90', '70']","['90', '70']","['95', '80']"
480,3,2257,redneck in the White House // Moccasin Creek &#128077;&#128076;,B_conf,"HS90, OL95","HS90, OL95","NH70, OL90","['HS', 'OL']","['HS', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['70', '90']"
480,3,2257,redneck in the White House // Moccasin Creek &#128077;&#128076;,C.HS_conf,NH70,HS90,NH70,['NH'],['HS'],['NH'],['70'],['90'],['70']
480,3,2257,redneck in the White House // Moccasin Creek &#128077;&#128076;,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
383,6,2258,"I got something for your ass, keep thinking I'm pussy",A_conf,"OL90, NH90","OL95, NH85","OL95, NH80","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '90']","['95', '85']","['95', '80']"
383,6,2258,"I got something for your ass, keep thinking I'm pussy",B_conf,"NH90, OL95","NH70, OL90","NH70, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['70', '90']","['70', '90']"
383,6,2258,"I got something for your ass, keep thinking I'm pussy",C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
383,6,2258,"I got something for your ass, keep thinking I'm pussy",C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
284,4,2259,RT @###### these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh,A_conf,"OL100, HS90","OL100, HS90","OL100, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '90']","['100', '90']","['100', '90']"
284,4,2259,RT @###### these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh,B_conf,"HS95, OL100","HS90, OL100","HS90, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['95', '100']","['90', '100']","['90', '100']"
284,4,2259,RT @###### these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh,C.HS_conf,HS90,HS90,HS90,['HS'],['HS'],['HS'],['90'],['90'],['90']
284,4,2259,RT @###### these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
15,4,2260,"RT @###### @###### me waiting on you to take me to NY with you to get my nips pierced 
&#128590;&#128589;&#128105;&#128117;",A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
15,4,2260,"RT @###### @###### me waiting on you to take me to NY with you to get my nips pierced 
&#128590;&#128589;&#128105;&#128117;",B_conf,"NH95, OL90","NH95, OL70","NH95, NO90","['NH', 'OL']","['NH', 'OL']","['NH', 'NO']","['95', '90']","['95', '70']","['95', '90']"
15,4,2260,"RT @###### @###### me waiting on you to take me to NY with you to get my nips pierced 
&#128590;&#128589;&#128105;&#128117;",C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
15,4,2260,"RT @###### @###### me waiting on you to take me to NY with you to get my nips pierced 
&#128590;&#128589;&#128105;&#128117;",C.OL_conf,NO90,NO90,NO90,['NO'],['NO'],['NO'],['90'],['90'],['90']
16,1,2261,"RT @###### I put my pants on one leg at a time, just like you guys. But then I eat a plus-size model&#8217;s pussy in my helicopter.",A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
16,1,2261,"RT @###### I put my pants on one leg at a time, just like you guys. But then I eat a plus-size model&#8217;s pussy in my helicopter.",B_conf,"NH90, OL95","NH90, OL100","NH90, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '100']","['90', '100']"
16,1,2261,"RT @###### I put my pants on one leg at a time, just like you guys. But then I eat a plus-size model&#8217;s pussy in my helicopter.",C.HS_conf,NH70,NH70,NH90,['NH'],['NH'],['NH'],['70'],['70'],['90']
16,1,2261,"RT @###### I put my pants on one leg at a time, just like you guys. But then I eat a plus-size model&#8217;s pussy in my helicopter.",C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
289,3,2262,@###### I'm talkin bout sluts and hoes in general,A_conf,"OL95, NH80","OL95, NH70","OL95, HS80","['OL', 'NH']","['OL', 'NH']","['OL', 'HS']","['95', '80']","['95', '70']","['95', '80']"
289,3,2262,@###### I'm talkin bout sluts and hoes in general,B_conf,"NH90, OL100","NH90, OL100","NH90, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['90', '100']","['90', '100']"
289,3,2262,@###### I'm talkin bout sluts and hoes in general,C.HS_conf,NH70,NH70,NH90,['NH'],['NH'],['NH'],['70'],['70'],['90']
289,3,2262,@###### I'm talkin bout sluts and hoes in general,C.OL_conf,OL90,OL95,OL95,['OL'],['OL'],['OL'],['90'],['95'],['95']
488,2,2263,I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,A_conf,"OL100, HS90","OL95, HS90","OL100, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '90']","['95', '90']","['100', '90']"
488,2,2263,I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,B_conf,"HS90, OL100","HS90, OL100","HS90, OL95","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['90', '100']","['90', '100']","['90', '95']"
488,2,2263,I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,C.HS_conf,HS90,HS90,HS90,['HS'],['HS'],['HS'],['90'],['90'],['90']
488,2,2263,I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,C.OL_conf,OL95,OL90,OL90,['OL'],['OL'],['OL'],['95'],['90'],['90']
321,3,2264,fat bitches fat bitches heeeey,A_conf,"OL95, HS50","OL95, NH70","OL100, NH90","['OL', 'HS']","['OL', 'NH']","['OL', 'NH']","['95', '50']","['95', '70']","['100', '90']"
321,3,2264,fat bitches fat bitches heeeey,B_conf,"NH70, OL95","NH70, OL95","NH70, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['70', '95']","['70', '95']","['70', '100']"
321,3,2264,fat bitches fat bitches heeeey,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
321,3,2264,fat bitches fat bitches heeeey,C.OL_conf,OL95,OL95,OL100,['OL'],['OL'],['OL'],['95'],['95'],['100']
