batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label
430,4,767,"""Mine plays DMX and kirk Franklin smh @###### Well my neighbors are ghetto . They get up at like 5am and beat their kids.""",B,"HS, OL","HS, OL","NH, OL","HS, OL","HS, OL","NH, OL"
430,4,767,"""Mine plays DMX and kirk Franklin smh @###### Well my neighbors are ghetto . They get up at like 5am and beat their kids.""",C.HS,NH,NH,NH,NH,NH,NH
430,4,767,"""Mine plays DMX and kirk Franklin smh @###### Well my neighbors are ghetto . They get up at like 5am and beat their kids.""",C.OL,OL,OL,OL,OL,OL,OL
430,5,2984,The two ringless fags RT @###### Barkley &amp; Reggie were talking nonsense the entire game,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
430,5,2984,The two ringless fags RT @###### Barkley &amp; Reggie were talking nonsense the entire game,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
430,5,2984,The two ringless fags RT @###### Barkley &amp; Reggie were talking nonsense the entire game,C.HS,HS,HS,HS,HS,HS,HS
430,5,2984,The two ringless fags RT @###### Barkley &amp; Reggie were talking nonsense the entire game,C.OL,OL,OL,OL,OL,OL,OL
430,6,913,#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
430,6,913,#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
430,6,913,#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies,C.HS,NH,NH,NH,NH,NH,NH
430,6,913,#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies,C.OL,OL,OL,OL,OL,OL,OL
431,1,1052,Stafford you pussy,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
431,1,1052,Stafford you pussy,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
431,1,1052,Stafford you pussy,C.HS,NH,NH,NH,NH,NH,NH
431,1,1052,Stafford you pussy,C.OL,OL,OL,OL,OL,OL,OL
431,2,2611,"Bet they want a cookie, Bergbrain? You mean like you want a cracker? Kinda bitter here today aren'tcha? #stribpol mngop #mnleg",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
431,2,2611,"Bet they want a cookie, Bergbrain? You mean like you want a cracker? Kinda bitter here today aren'tcha? #stribpol mngop #mnleg",B,"NH, OL","NH, OL","HS, OL","NH, OL","NH, OL","HS, OL"
431,2,2611,"Bet they want a cookie, Bergbrain? You mean like you want a cracker? Kinda bitter here today aren'tcha? #stribpol mngop #mnleg",C.HS,NH,NH,NH,NH,NH,NH
431,2,2611,"Bet they want a cookie, Bergbrain? You mean like you want a cracker? Kinda bitter here today aren'tcha? #stribpol mngop #mnleg",C.OL,OL,OL,OL,OL,OL,OL
431,3,704,"Don't really care if a fighters black, white, yellow or Dalmatian. If he is good he is good.",A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
431,3,704,"Don't really care if a fighters black, white, yellow or Dalmatian. If he is good he is good.",B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
431,3,704,"Don't really care if a fighters black, white, yellow or Dalmatian. If he is good he is good.",C.HS,NH,NH,NH,NH,NH,NH
431,3,704,"Don't really care if a fighters black, white, yellow or Dalmatian. If he is good he is good.",C.OL,NO,NO,NO,NO,NO,NO
431,4,494,@###### &#128514; you look like a bitch nigga to me,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
431,4,494,@###### &#128514; you look like a bitch nigga to me,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
431,4,494,@###### &#128514; you look like a bitch nigga to me,C.HS,NH,HS,HS,NH,HS,HS
431,4,494,@###### &#128514; you look like a bitch nigga to me,C.OL,OL,OL,OL,OL,OL,OL
431,5,1774,Don't tell me Ryan Tannehill's better than Dogshit Alex Smith's trash ass too. Fuck.,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
431,5,1774,Don't tell me Ryan Tannehill's better than Dogshit Alex Smith's trash ass too. Fuck.,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
431,5,1774,Don't tell me Ryan Tannehill's better than Dogshit Alex Smith's trash ass too. Fuck.,C.HS,NH,NH,NH,NH,NH,NH
431,5,1774,Don't tell me Ryan Tannehill's better than Dogshit Alex Smith's trash ass too. Fuck.,C.OL,OL,OL,OL,OL,OL,OL
431,6,2116,RT @###### Not all black girls are ghetto .,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
431,6,2116,RT @###### Not all black girls are ghetto .,B,"NH, NO","NH, OL","NH, NO","NH, NO","NH, OL","NH, NO"
431,6,2116,RT @###### Not all black girls are ghetto .,C.HS,NH,NH,NH,NH,NH,NH
431,6,2116,RT @###### Not all black girls are ghetto .,C.OL,OL,NO,OL,OL,NO,OL
432,1,1851,@###### team sucks,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
432,1,1851,@###### team sucks,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
432,1,1851,@###### team sucks,C.HS,NH,NH,NH,NH,NH,NH
432,1,1851,@###### team sucks,C.OL,OL,OL,OL,OL,OL,OL
432,2,1006,Really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke..,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
432,2,1006,Really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke..,B,"NO, OL","NH, NO","NH, NO","NO, OL","NH, NO","NH, NO"
432,2,1006,Really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke..,C.HS,NH,NH,NH,NH,NH,NH
432,2,1006,Really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke..,C.OL,OL,NO,NO,OL,NO,NO
432,3,1779,He a hoe fa that RT @###### Incredible vagina is rarely ever attached to an incredible woman. God has a weird sense of humor.,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
432,3,1779,He a hoe fa that RT @###### Incredible vagina is rarely ever attached to an incredible woman. God has a weird sense of humor.,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
432,3,1779,He a hoe fa that RT @###### Incredible vagina is rarely ever attached to an incredible woman. God has a weird sense of humor.,C.HS,HS,HS,HS,HS,HS,HS
432,3,1779,He a hoe fa that RT @###### Incredible vagina is rarely ever attached to an incredible woman. God has a weird sense of humor.,C.OL,OL,OL,OL,OL,OL,OL
432,4,1560,RT @###### nerds are cool because they get really judge-y about other nerds being passionate about things they aren't passionate abo ...,A,"OL, NH","NO, NH","NO, NH","OL, NH","NO, NH","NO, NH"
432,4,1560,RT @###### nerds are cool because they get really judge-y about other nerds being passionate about things they aren't passionate abo ...,B,"NH, NO","NH, NO","NO, NO","NH, NO","NH, NO","NO, NO"
432,4,1560,RT @###### nerds are cool because they get really judge-y about other nerds being passionate about things they aren't passionate abo ...,C.HS,NH,NH,NH,NH,NH,NH
432,4,1560,RT @###### nerds are cool because they get really judge-y about other nerds being passionate about things they aren't passionate abo ...,C.OL,OL,NO,NO,OL,NO,NO
432,5,2912,RT @###### Mama said no pussy cats inside my dog house,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
432,5,2912,RT @###### Mama said no pussy cats inside my dog house,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
432,5,2912,RT @###### Mama said no pussy cats inside my dog house,C.HS,NH,NH,NH,NH,NH,NH
432,5,2912,RT @###### Mama said no pussy cats inside my dog house,C.OL,OL,OL,OL,OL,OL,OL
432,6,2828,"My lil bitch just called me, said she needa break. But you can leave.. Cuz bitch I'm doin GREAT!",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
432,6,2828,"My lil bitch just called me, said she needa break. But you can leave.. Cuz bitch I'm doin GREAT!",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
432,6,2828,"My lil bitch just called me, said she needa break. But you can leave.. Cuz bitch I'm doin GREAT!",C.HS,NH,NH,NH,NH,NH,NH
432,6,2828,"My lil bitch just called me, said she needa break. But you can leave.. Cuz bitch I'm doin GREAT!",C.OL,OL,OL,OL,OL,OL,OL
433,1,2726,RT @###### Black girls hoes cause they fuck niggas for money revenge and dumb shit like that,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
433,1,2726,RT @###### Black girls hoes cause they fuck niggas for money revenge and dumb shit like that,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
433,1,2726,RT @###### Black girls hoes cause they fuck niggas for money revenge and dumb shit like that,C.HS,HS,HS,HS,HS,HS,HS
433,1,2726,RT @###### Black girls hoes cause they fuck niggas for money revenge and dumb shit like that,C.OL,OL,OL,OL,OL,OL,OL
433,2,1455,If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
433,2,1455,If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;,B,"HS, OL","NH, OL","NH, OL","HS, OL","NH, OL","NH, OL"
433,2,1455,If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;,C.HS,NH,NH,NH,NH,NH,NH
433,2,1455,If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;,C.OL,OL,OL,OL,OL,OL,OL
433,3,2066,Try Rex's NEW water roasted tomato/potato sawdust crackers! Loaded with enough sodium as to make Lots wife look unsavory! Only 22.99 a box!,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
433,3,2066,Try Rex's NEW water roasted tomato/potato sawdust crackers! Loaded with enough sodium as to make Lots wife look unsavory! Only 22.99 a box!,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
433,3,2066,Try Rex's NEW water roasted tomato/potato sawdust crackers! Loaded with enough sodium as to make Lots wife look unsavory! Only 22.99 a box!,C.HS,NH,NH,NH,NH,NH,NH
433,3,2066,Try Rex's NEW water roasted tomato/potato sawdust crackers! Loaded with enough sodium as to make Lots wife look unsavory! Only 22.99 a box!,C.OL,NO,NO,NO,NO,NO,NO
433,4,1145,@###### meet up so I can Molly whoop yo bitch ass,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
433,4,1145,@###### meet up so I can Molly whoop yo bitch ass,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
433,4,1145,@###### meet up so I can Molly whoop yo bitch ass,C.HS,NH,NH,NH,NH,NH,NH
433,4,1145,@###### meet up so I can Molly whoop yo bitch ass,C.OL,OL,OL,OL,OL,OL,OL
433,5,2017,@###### SLUT BUCKETS. especially Dan. He a hoe.,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
433,5,2017,@###### SLUT BUCKETS. especially Dan. He a hoe.,B,"NH, OL","HS, OL","HS, OL","NH, OL","HS, OL","HS, OL"
433,5,2017,@###### SLUT BUCKETS. especially Dan. He a hoe.,C.HS,NH,NH,HS,NH,NH,HS
433,5,2017,@###### SLUT BUCKETS. especially Dan. He a hoe.,C.OL,OL,OL,OL,OL,OL,OL
433,6,2171,@###### That's ghetto for super duper! It's the current generations best complement.,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
433,6,2171,@###### That's ghetto for super duper! It's the current generations best complement.,B,"NH, NO","NH, OL","NH, NO","NH, NO","NH, OL","NH, NO"
433,6,2171,@###### That's ghetto for super duper! It's the current generations best complement.,C.HS,NH,NH,NH,NH,NH,NH
433,6,2171,@###### That's ghetto for super duper! It's the current generations best complement.,C.OL,NO,OL,OL,NO,OL,OL
434,1,455,"@###### have u spent significant time in ANY ghetto, or witnessed the years of terrorism committed by police in the Black community?",A,"NO,NH","OL, NH","NO, NH","NO,NH","OL, NH","NO, NH"
434,1,455,"@###### have u spent significant time in ANY ghetto, or witnessed the years of terrorism committed by police in the Black community?",B,"NH, OL","NH, OL","NH, NO","NH, OL","NH, OL","NH, NO"
434,1,455,"@###### have u spent significant time in ANY ghetto, or witnessed the years of terrorism committed by police in the Black community?",C.HS,NH,NH,NH,NH,NH,NH
434,1,455,"@###### have u spent significant time in ANY ghetto, or witnessed the years of terrorism committed by police in the Black community?",C.OL,OL,NO,OL,OL,NO,OL
434,2,573,Oh snap I'm just realizing this skinny tranny is Jared Leto. He's Wo unrecognizable with all that weight loss. Geez!!!,A,"OL, HS","OL, NH","OL, HS","OL, HS","OL, NH","OL, HS"
434,2,573,Oh snap I'm just realizing this skinny tranny is Jared Leto. He's Wo unrecognizable with all that weight loss. Geez!!!,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
434,2,573,Oh snap I'm just realizing this skinny tranny is Jared Leto. He's Wo unrecognizable with all that weight loss. Geez!!!,C.HS,NH,NH,HS,NH,NH,HS
434,2,573,Oh snap I'm just realizing this skinny tranny is Jared Leto. He's Wo unrecognizable with all that weight loss. Geez!!!,C.OL,OL,OL,OL,OL,OL,OL
434,3,2037,RT @###### My old man has a white galaxy phone cuz he's a fag.,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
434,3,2037,RT @###### My old man has a white galaxy phone cuz he's a fag.,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
434,3,2037,RT @###### My old man has a white galaxy phone cuz he's a fag.,C.HS,HS,HS,HS,HS,HS,HS
434,3,2037,RT @###### My old man has a white galaxy phone cuz he's a fag.,C.OL,OL,OL,OL,OL,OL,OL
434,4,64,"Chill RT @###### If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch""",A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
434,4,64,"Chill RT @###### If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch""",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
434,4,64,"Chill RT @###### If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch""",C.HS,HS,NH,HS,HS,NH,HS
434,4,64,"Chill RT @###### If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch""",C.OL,OL,OL,OL,OL,OL,OL
434,5,2249,"RT @###### Pigs drink up to 14 gallons of water every day, but they still aren't as thirsty as some of you hoes.",A,"OL, NH","OL, NH","NO, NH","OL, NH","OL, NH","NO, NH"
434,5,2249,"RT @###### Pigs drink up to 14 gallons of water every day, but they still aren't as thirsty as some of you hoes.",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
434,5,2249,"RT @###### Pigs drink up to 14 gallons of water every day, but they still aren't as thirsty as some of you hoes.",C.HS,NH,NH,NH,NH,NH,NH
434,5,2249,"RT @###### Pigs drink up to 14 gallons of water every day, but they still aren't as thirsty as some of you hoes.",C.OL,OL,OL,OL,OL,OL,OL
434,6,2789,You like them bitch niggas.,A,"OL, HS","OL,HS","OL, HS","OL, HS","OL,HS","OL, HS"
434,6,2789,You like them bitch niggas.,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
434,6,2789,You like them bitch niggas.,C.HS,NH,HS,HS,NH,HS,HS
434,6,2789,You like them bitch niggas.,C.OL,OL,OL,OL,OL,OL,OL
435,1,1370,@###### ok! you billy goat hair hillbilly,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
435,1,1370,@###### ok! you billy goat hair hillbilly,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
435,1,1370,@###### ok! you billy goat hair hillbilly,C.HS,NH,NH,HS,NH,NH,HS
435,1,1370,@###### ok! you billy goat hair hillbilly,C.OL,OL,OL,OL,OL,OL,OL
435,2,2967,@###### I can't be homeless in 2014.... but them bitches better not slip in 2015,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
435,2,2967,@###### I can't be homeless in 2014.... but them bitches better not slip in 2015,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
435,2,2967,@###### I can't be homeless in 2014.... but them bitches better not slip in 2015,C.HS,NH,NH,NH,NH,NH,NH
435,2,2967,@###### I can't be homeless in 2014.... but them bitches better not slip in 2015,C.OL,OL,OL,OL,OL,OL,OL
435,3,1350,"@###### yes now get off twitter, you lame negros should have never learned how to use the Internet",A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
435,3,1350,"@###### yes now get off twitter, you lame negros should have never learned how to use the Internet",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
435,3,1350,"@###### yes now get off twitter, you lame negros should have never learned how to use the Internet",C.HS,HS,HS,HS,HS,HS,HS
435,3,1350,"@###### yes now get off twitter, you lame negros should have never learned how to use the Internet",C.OL,OL,OL,OL,OL,OL,OL
435,4,400,"@###### &amp; the hunters anthem goes ""Al Goreing we will go, Hi ho the dairy O Al Goreing we will go""",A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
435,4,400,"@###### &amp; the hunters anthem goes ""Al Goreing we will go, Hi ho the dairy O Al Goreing we will go""",B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
435,4,400,"@###### &amp; the hunters anthem goes ""Al Goreing we will go, Hi ho the dairy O Al Goreing we will go""",C.HS,NH,NH,NH,NH,NH,NH
435,4,400,"@###### &amp; the hunters anthem goes ""Al Goreing we will go, Hi ho the dairy O Al Goreing we will go""",C.OL,NO,NO,NO,NO,NO,NO
435,5,2100,Truth RT @###### Only a faggot would turn down hairy pussy,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
435,5,2100,Truth RT @###### Only a faggot would turn down hairy pussy,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
435,5,2100,Truth RT @###### Only a faggot would turn down hairy pussy,C.HS,HS,HS,HS,HS,HS,HS
435,5,2100,Truth RT @###### Only a faggot would turn down hairy pussy,C.OL,OL,OL,OL,OL,OL,OL
435,6,1531,"imma tall dread head wit a fat face
bitch do better",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
435,6,1531,"imma tall dread head wit a fat face
bitch do better",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
435,6,1531,"imma tall dread head wit a fat face
bitch do better",C.HS,NH,NH,NH,NH,NH,NH
435,6,1531,"imma tall dread head wit a fat face
bitch do better",C.OL,OL,OL,OL,OL,OL,OL
436,1,2874,@###### I knew you were a faggot though,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
436,1,2874,@###### I knew you were a faggot though,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
436,1,2874,@###### I knew you were a faggot though,C.HS,HS,HS,HS,HS,HS,HS
436,1,2874,@###### I knew you were a faggot though,C.OL,OL,OL,OL,OL,OL,OL
436,2,934,"#ReasonsWhyWeDontGetAlong You're a hoe. Stop focusing on sucking dick, focus on getting rich",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
436,2,934,"#ReasonsWhyWeDontGetAlong You're a hoe. Stop focusing on sucking dick, focus on getting rich",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
436,2,934,"#ReasonsWhyWeDontGetAlong You're a hoe. Stop focusing on sucking dick, focus on getting rich",C.HS,NH,HS,HS,NH,HS,HS
436,2,934,"#ReasonsWhyWeDontGetAlong You're a hoe. Stop focusing on sucking dick, focus on getting rich",C.OL,OL,OL,OL,OL,OL,OL
436,3,80,Can I double stuff your Oreo?,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
436,3,80,Can I double stuff your Oreo?,B,"NH, OL","NH, OL","NO, OL","NH, OL","NH, OL","NO, OL"
436,3,80,Can I double stuff your Oreo?,C.HS,NH,NH,NH,NH,NH,NH
436,3,80,Can I double stuff your Oreo?,C.OL,OL,OL,OL,OL,OL,OL
436,4,1288,And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
436,4,1288,And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
436,4,1288,And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..,C.HS,HS,NH,NH,HS,NH,NH
436,4,1288,And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..,C.OL,OL,OL,OL,OL,OL,OL
436,5,1405,"if bitches wanna nigga, get off the couch and go fine one&#128129;",A,"OL, HS","OL,HS","OL, HS","OL, HS","OL,HS","OL, HS"
436,5,1405,"if bitches wanna nigga, get off the couch and go fine one&#128129;",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
436,5,1405,"if bitches wanna nigga, get off the couch and go fine one&#128129;",C.HS,HS,HS,HS,HS,HS,HS
436,5,1405,"if bitches wanna nigga, get off the couch and go fine one&#128129;",C.OL,OL,OL,OL,OL,OL,OL
436,6,498,if u don't buy the box of colored goldfish you r a racist tbh,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
436,6,498,if u don't buy the box of colored goldfish you r a racist tbh,B,"NH, NO","NH, OL","NO, NO","NH, NO","NH, OL","NO, NO"
436,6,498,if u don't buy the box of colored goldfish you r a racist tbh,C.HS,NH,NH,NH,NH,NH,NH
436,6,498,if u don't buy the box of colored goldfish you r a racist tbh,C.OL,OL,NO,NO,OL,NO,NO
437,1,43,@###### @###### khan has been facing nothing but trash since his L to Garcia,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
437,1,43,@###### @###### khan has been facing nothing but trash since his L to Garcia,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
437,1,43,@###### @###### khan has been facing nothing but trash since his L to Garcia,C.HS,NH,NH,NH,NH,NH,NH
437,1,43,@###### @###### khan has been facing nothing but trash since his L to Garcia,C.OL,NO,OL,OL,NO,OL,OL
437,2,2834,"""She's from Florida so you've got to do the sniff test in those swamp pussies"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
437,2,2834,"""She's from Florida so you've got to do the sniff test in those swamp pussies"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
437,2,2834,"""She's from Florida so you've got to do the sniff test in those swamp pussies"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",C.HS,HS,HS,HS,HS,HS,HS
437,2,2834,"""She's from Florida so you've got to do the sniff test in those swamp pussies"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",C.OL,OL,OL,OL,OL,OL,OL
437,3,1156,@###### lmao u ain't a savage &#128514;&#128514; these hoes for everybody,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
437,3,1156,@###### lmao u ain't a savage &#128514;&#128514; these hoes for everybody,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
437,3,1156,@###### lmao u ain't a savage &#128514;&#128514; these hoes for everybody,C.HS,NH,NH,NH,NH,NH,NH
437,3,1156,@###### lmao u ain't a savage &#128514;&#128514; these hoes for everybody,C.OL,OL,OL,OL,OL,OL,OL
437,4,1759,"RT @###### You a pussy bitch and I kick your ass in gta, but you're chill as fuck and we need that 1v1 in basketball again",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
437,4,1759,"RT @###### You a pussy bitch and I kick your ass in gta, but you're chill as fuck and we need that 1v1 in basketball again",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
437,4,1759,"RT @###### You a pussy bitch and I kick your ass in gta, but you're chill as fuck and we need that 1v1 in basketball again",C.HS,NH,NH,NH,NH,NH,NH
437,4,1759,"RT @###### You a pussy bitch and I kick your ass in gta, but you're chill as fuck and we need that 1v1 in basketball again",C.OL,OL,OL,OL,OL,OL,OL
437,5,432,Jihadis are running a claim that the King of #Saudi Arabia died two days ago. Must be the bombs falling on em that r making em hallucinate.,A,"NO, NH","OL, NH","NO, NH","NO, NH","OL, NH","NO, NH"
437,5,432,Jihadis are running a claim that the King of #Saudi Arabia died two days ago. Must be the bombs falling on em that r making em hallucinate.,B,"NO, NO","NH, OL","NH, OL","NO, NO","NH, OL","NH, OL"
437,5,432,Jihadis are running a claim that the King of #Saudi Arabia died two days ago. Must be the bombs falling on em that r making em hallucinate.,C.HS,NH,NH,NH,NH,NH,NH
437,5,432,Jihadis are running a claim that the King of #Saudi Arabia died two days ago. Must be the bombs falling on em that r making em hallucinate.,C.OL,OL,OL,NO,OL,OL,NO
437,6,1069,"RT @###### @###### Wow, and we thought we were the only ones with a luxurious interior #OreoLove #StufOfLegend",A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
437,6,1069,"RT @###### @###### Wow, and we thought we were the only ones with a luxurious interior #OreoLove #StufOfLegend",B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
437,6,1069,"RT @###### @###### Wow, and we thought we were the only ones with a luxurious interior #OreoLove #StufOfLegend",C.HS,NH,NH,NH,NH,NH,NH
437,6,1069,"RT @###### @###### Wow, and we thought we were the only ones with a luxurious interior #OreoLove #StufOfLegend",C.OL,NO,NO,NO,NO,NO,NO
438,1,846,Most niccas broke but always n the limelight,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
438,1,846,Most niccas broke but always n the limelight,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
438,1,846,Most niccas broke but always n the limelight,C.HS,HS,HS,NH,HS,HS,NH
438,1,846,Most niccas broke but always n the limelight,C.OL,OL,OL,OL,OL,OL,OL
438,2,1718,@###### lmao why ur dad raised u to be a bitch made nigga,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
438,2,1718,@###### lmao why ur dad raised u to be a bitch made nigga,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
438,2,1718,@###### lmao why ur dad raised u to be a bitch made nigga,C.HS,NH,HS,HS,NH,HS,HS
438,2,1718,@###### lmao why ur dad raised u to be a bitch made nigga,C.OL,OL,OL,OL,OL,OL,OL
438,3,2562,@###### that's what happens when you date a colored,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
438,3,2562,@###### that's what happens when you date a colored,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
438,3,2562,@###### that's what happens when you date a colored,C.HS,HS,HS,HS,HS,HS,HS
438,3,2562,@###### that's what happens when you date a colored,C.OL,OL,OL,OL,OL,OL,OL
